职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
培训经理,厦门从众互动文化传播有限公司,3-4年经验,本科,厦门,10000,15000,岗位职责：1、围绕公司战略目标根据公司人才战略，搭建培训体系、开发配置培训项目；2、结合实际需求制定培训计划；3、实施内外部培训，并保证效果。任职要求：1、本科以上学历，三年以上培训经验背景，互联网行业优先；2、良好的语言表达及沟通能力，抗压能力强；3、具备人员管理能力及领导力，能授课者优先；4、热爱培训，具有内部服务意识及团队合作精神。,民营公司,50,150,"互联网/电子商务,影视/媒体/艺术/文化传播"
市场活动经理,万户良方（北京）健康管理有限公司,3-4年经验,大专,芜湖,4500,6000,职责描述：1、负责规划并对接运营执行区域的市场活动2、承接总部市场活动的落地3、***人员管理、带教等4、市场物料的投放管理5、收集区域的市场信息并反馈6、协助市场活动经理完成其他区域相关市场工作任职要求：1、具备市场营销、医药营销的基本理论知识和方法论、工具；2、具备活动策划、执行经验，对物料采购、活动搭建、宣传推广手段有充分了解3、具有良好的沟通能力，善于进行信息搜集及洞察，具备良好的抗压能力和风险预估能力；4、创意能力强，策划能力强，善于结合各种线上线下资源进行有创新的品牌推广；,外资（非欧美）,50,150,"互联网/电子商务,医疗/护理/卫生"
会计,上海安鲜达物流科技有限公司,1年经验,大专,杭州-拱墅区,4000,5000,1. 熟悉公司业务流程，能与公司各相关部门沟通；2. 就员工报销的费用、合同，依据财务制度、公司规章、业务渠道，进行前置审核与沟通；3. .财务预提审核，总部财务结账支持；4. 负责基地固定资产与低值易耗品的监管；5. 负责仓库监管工作以及定时安排月度盘点及年度大盘。6. 基地数据审核把关、数据支持；7. 总部财务要求事项协调、宣传、落实等。,民营公司,1000,5000,"交通/运输/物流,互联网/电子商务"
英孚教育-课程顾问助理cca（免费英语课程培训）,上海唐木商务咨询有限公司,无工作经验,大专,上海-浦东新区,4500,6000,"加入英孚，你将会进入一个活力十足的多元多维文化环境，这里召唤对于职业发展前景有热诚追求的业界精英.我们提供：1. 国际化的工作环境，愉悦的工作氛围；2. 广阔的个人发展平台 （全球十四条产品线，可获得内部晋升或申请内部转岗）；3. 完善的保险体系，年度体检；4. 有竞争力的薪资和奖金制度；5. 国家规定的法定节假日，带薪年假（10-15天），海外旅游及丰富奖品奖励；6. 员工本人可享受免费英孚英语培训；7. 快速及完善的晋升以及培训体系，为你职业发展目标量身订造的在职培训课程。8. 完善的福利保障（五险一金）和100%商业医疗保险9. 全球化的客户管理系统(Salesforce)和先进的销售工具支持工作职责：1.公司提供优质客户资源，通过电话联系客户，邀请并跟进客户到校进行课程咨询2.专业的沟通技巧，积极联络客户以达成目标3.了解并收集客户对英孚教育各种营销活动的反馈意见，及时更新数据库任职要求：1.大专以上学历，应届生亦可（如有相关工作经验尤佳）2.普通话标准，吐字清晰，较强的沟通能力和应变能力3.较强的学习能力和团队合作精神，积极进取的工作态度4.基本电脑技能，能熟练使用Office软件福利待遇：1.有竞争力的薪资，极具诱惑力的奖金（每月平均月薪6k—8k,甚至更高！）2.提供额外的商业医疗保险-100%报销，年度体检3.国家规定的法定节假日，带薪年假（10-15天），一年一度的夏日狂欢派对，不定期团队活动4.员工本人可享受免费英孚英语培训5.完善的培训机制和员工发展计划，公平公正完全透明化的员工晋升制晋升路线：初级课程顾问助理—高级课程顾问助理—运营主管—运营经理如果你是这样的人，我们诚挚的邀请您加入英孚教育课程顾问助理的行列！1. 你热爱英语教育行业并坚信英语的确能改变人生2. 你享受多元文化的工作环境3. 销售是你的兴趣，奖金是你的目标4. 你思维缜密，为人诚信，对于目标坚持不懈5. 你具备良好的沟通能力和技巧工作地址：浦东大道福山路（地铁四号线浦东大道站）",合资,150,500,"教育/培训/院校,互联网/电子商务"
互联网售后,苏州开眼数据技术股份有限公司南京分公司,无工作经验,中专,南京-玄武区,3000,4500,岗位职责： 1.以电话、在线客服、微信等形式为内外部客户提供优质的产品信息咨询与服务2.处理客户投诉与建议，维护客户关系3.根据客服数据，对客户信息进行分析，并反馈给产品相关人员4.通过网络进行渠道开发和业务拓展任职要求：1.大专及以上学历，有上进心2.一年以上电话服务工作经验，有电子商务、互联网客服经验优先，了解互联网金融基础知识3.掌握良好的客服技巧，普通话标准，口齿清晰，声音甜美，有亲和力，反应灵敏，思维清晰，理解能力强4.有较强的责任心与工作热情，学习能力强.,上市公司,150,500,计算机软件
结算文员,嬴客网络科技（上海）有限公司,无工作经验,大专,上海-徐汇区,5000,6000,岗位描述：1、处理平台充值、提现需求；2、查询平台各项数据的实时动态；3、完成领导交办的其他工作任务。岗位要求:1、大学专科及以上学历，熟练使用办公软件，应届生即可；2、做事细心，勤奋敬业，作风严谨，认真负责，有良好的职业素养；3、具有良好的人际交往能力、沟通能力、良好的团队合作精神。,民营公司,150,500,"计算机软件,互联网/电子商务"
海外运营经理（主港澳台地区）,那家科技（深圳）有限公司,2年经验,大专,深圳-南山区,8000,15000,【岗位职责】：1、 主负责港澳台地区的手游游戏运营2、 参与制定和执行运营计划，根据年度计划及项目状况有效地改进和调整运营方向，制定月、季度等运营方案，并推动实施。3、 运营数据监测/分析/改善，数据统计监测，实时监测和统计数据后台中心数据，运营数据采样分析，根据数据支持提出版本优化内容及运营开发需求；4、 活动策划/执行/分析，根据运营策略及运营地区环境，撰写运营活动及线上线下营销方案，并与开发方沟通落实；5、 对游戏版本及运营活动进行效果分析，并协助优化产品改进策略；6、 产品本地化，根据版本内容，提出优化建议，更加符合印尼当地的风格和玩家的接受能力，熟悉当地民俗，节日庆典，制定符合当地风格的线上线下互动活动；7、 商业化管理，根据地区环境，管理付费功能及付费渠道；8、 用户管理/信息收集，核心用户培养（VIP用户及玩家群体的维护），负责日常更新维护，客服问题处理，竞品分析，针对竞品游戏指数、活动、玩法等进行分析，对论坛及运营状况进行监控；【任职要求】：1、 2年或以上海外游戏运营（主台湾-中国港澳台、东南亚）岗位工作经验，有过港澳台地区的游戏上线产品运营经验（从产品筹备到上线推广运营）2、 熟悉行业及港澳台-东南亚市场，了解当地环境，协助产品本地化运作；3、 熟悉运营策略及方法，工作态度认真负责，抗压能力强；4、 有较强的文案写作能力，良好的数据分析能力，良好的沟通能力和合作意识；5、 熟悉Facebook平台，了解中国港澳台、东南亚市场动态、线下推广的方法；6、有一定英语基础优先,民营公司,50,150,"网络游戏,互联网/电子商务"
地图安全审校员,宽凳（北京）科技有限公司,1年经验,大专,贵阳,6000,8000,工作内容如下：1、按互联网地图工序制作管理流程作业；2、按规定的检查内容、比例、方法、程序及质量要求自检、互检，填写检查记录；3、上工序符合质量要求后，方可转到下工序；4、在关键工序、重点工序设置必要的检验点，专职质检员应现场检查工序产品质量；5、对检查发现的不合格品，应及时进行跟踪处理，做好质量记录，采取纠正措施。不合格品经返工修正后，应重新进行质量检查；不能进行返工修正的，应予报废并履行审批手续；6、制作完成的互联网地图由互联网地图服务的质检人员按有关规定进行过程检查、最终检查，编写最终检查报告。岗位要求：1、大学专科及以上学历；2、具有地图审校方面1年以上工作经验；3、具有地图安全审校员证书。,民营公司,50,150,"互联网/电子商务,计算机软件"
渠道销售,上海宽泛计算机科技有限公司,无工作经验,大专,上海-松江区,5000,7000,1、在产品经理的指导下，积极完成公司制定的月度及季度销售指标，并根据客户特性，提出相应的销售建议及方案；2、维护所负责区域现有客户的良好关系，并努力发展新客户，提高产品市场占有率；3、销售回款管理，催收所负责客户的应收销售款项；4、产品市场活动的配合，新品推广、活动宣传、卖场柜台铺货等；5、进行例行客户拜访，及时了解客户需求，通过产品培训和推广，制定实施合理的经销策略，理顺销售渠道，协助客户解决问题，建立历长期稳固的客户关系。任职资格1、应届毕业生优先考虑2、性格外向，有一定的抗压能力和较强的沟通能力；3、具有较强的组织协调能力、良好的沟通能力、语言表达能力和分析判断能力；4、热爱渠道销售工作。,民营公司,50,150,"计算机硬件,互联网/电子商务"
SEO/SEM专员,深圳市粤新华培训文化发展有限公司,2年经验,大专,深圳-龙华新区,6000,10000,1、在线协助网络营销部开展网络业务推广和市场开拓工作2、协助网络营销部建立网络营销渠道3、协助网络营销部制定公司网络品牌发展战略、品牌建设等工作4、负责通过网络进行了企业产品以及品牌的推广5、负责通过网络平台，发布公司产品和提升产品知名度6、有效执行根据公司和市场的需求制定有效的网络推广方案，提升公司品牌知名度及网站的基本指标和访问量;7、SEO、SEM，站内优化站外推广。8、善于多种模式推广渠道，如：博客，论坛，微博，分类信息等，利用各类营销方式为学校带来有效资源；岗位要求：1、大专以上学历，市场营销、电子商务等相关专业优先；有教育行业网络推广经验者优先考虑；2、熟悉SEO基本知识，最好能提供1-2个成功案例；精通2-3种网络推广方法；3、熟悉EXCEL、PS、DW等常用的网络推广辅助软件；4、能够指导网络编辑的工作，让网络编辑所写的文章能迎合用户的心理，文章内容具有可读性，引导性和在搜索引擎上较容易被用户查找到，如何快速写出高质量的文章提高工作效率。公司福利：1、底薪+季度奖金+绩效奖金+团队奖金+年终奖；2、试用期30天，学校为正式录用的员工购买养老保险、工伤险、失业险、医疗保险和生育保险，另加购商业意外险；3、公司为入职半年以上优秀工作人员，每年提供至少一次进修学习机会，为有能力者创造广阔的发展空间；4、工作时间6天*8小时。5、节假日带薪休假。工作地址：深圳市龙华新区民治街道民治地铁口东边商务大厦4018,民营公司,50,150,"教育/培训/院校,多元化业务集团公司"
关务专员 报关员 仓库文员,驰为创新科技（深圳）有限公司,2年经验,大专,深圳-龙华新区,5000,7000,岗位职责：1、报关单、发票、装箱单等报关资料制作及相关资料存档工作；2、报关表单制作(例如报关清单汇总表，报关汇总表等)；3、即使跟进报关货物物流情况，时刻关注报关状态，有异常即使反馈上级领导；4、报关货物安排跟进协调；5、报关账目核对，付款安排；6、协助上级完成相关的工作。岗位要求：1、精通报关流程，有两年以上保管经验；2、有较好的抗压能力，沟通能力以及协调能力，责任心强；3、熟练使用办公软件，精通电子行业报关流程优先。公司简介：2004年9月，一个平常的日子驰为（Chuwi）诞生全新的路，从此开始起步；每走一步，离梦想就更近一步从一开始我们就希望做点不一样的事情，去影响身边的人甚至改变世界。希望您的每一段精彩生活，驰为都在左右。我们选择了消费数码作为我们实践梦想的第一步。2004——诞生驰为以MP3、MP4起步；从这一天开始，一切都不平常。2010——成长驰为与全球著名IC设计厂商MTK成为合作伙伴；驰为与世界500强公司华为达成战略合作；驰为Google（谷歌）正式成为战略合作伙伴；在做出高品质产品的路上，只有劲头，没有尽头。2013——强强联手驰为成为Microsoft/Intel全球战略合作伙伴；在未来的路上，我们有了更多志同道合的伙伴。2015.5——社会责任驰为赞助2015年中国兵乓球俱乐部超级联赛；跨界合作，为我们注入了新的能量。2015.9——走向世界这一年，驰为进驻海外，成立亚马逊/速卖通/易贝专业运营团队，自建美国本土仓储，正式进入国际市场；助力深圳“智”造走向世界。未来——成就不平凡。作为一个年轻的探索者，我们从一开始就不甘心做一个平凡的品牌；在未来我们将以智能硬件为核心，创造令人惊艳的产品，提供贴心的服务，成为一个受尊重的国际品牌。一路有你，我们将更强大。公司福利：1、全面优厚的薪资福利：A.只要你够优秀、敢于拼搏，薪资不是问题；B.入职即购买养老险、医疗险、工伤险、失业险、生育险；2、公司每周定期组织篮球、羽毛球、兵乒球活动，每年不定期组织员工聚餐、户外活动、外地旅游；3、享受国家法定节假日，发放节日礼品；4、员工生日举办生日宴会；5、正式员工年底享受年终奖、绩效奖，每年可根据工作能力进行1―2次调薪机会；6、公司提供免费宿舍，宿舍均有独立阳台、热水器、空调、浴室，光线位置好；7、工业园内设有员工食堂，公司提供冰箱和微波炉供员工使用；8、公司环境好、工作氛围好、公司为大家提供广阔的学习和提升空间；9、我司正处于快速发展的过程，欢迎社会各界优秀人士加入驰为这个大家庭！,民营公司,150,500,"互联网/电子商务,贸易/进出口"
文员 /办公司文员,河南聚才信息技术有限公司,1年经验,中技,郑州,3000,4500,因公司业务扩展，现诚聘网络销售人员20名【百度销售客服】，人事专员1名，一经录用，待遇优厚。电话 15538304772马经理岗位职责：1.负责河南省内中小企业热线咨询；2.对各行业老板进行邀请，帮助企业进行问题解答；任职要求1.学历不限，经验不限，新人统一由老员工一对一讲解，公司统一带薪培训；2.年龄18～25岁，有较强的语言表达沟通能力和执行力，吃苦耐劳，积极乐观；薪资待遇：3000无责底薪+提成 加补贴《熟手工资可达5000-12000》这里有能和你打成一片的老板和同事，想发展，想挣钱就快加入我们的大家庭吧！公司地址：郑州市金水区经三路农科路交叉口金城国际A座501,民营公司,50,50,"互联网/电子商务,计算机软件"
销售精英(职位编号：1),昆明竹鹿科技有限公司,1年经验,高中,昆明,4500,6000,岗位职责：1.管理客户关系，完成推广及销售任务；2.学习并掌握互联网专业知识和公司业务；3.深入研究市场，了解并发掘客户需求及想法；4.对客户提供专业咨询。任职资格：1.高中及中专以上学历，市场营销等相关专业优先考虑；2.一年以上销售行业工作经验，业绩突出者优先；3.具有较强沟通能力及交际技巧，具有亲和力，有责任心；4.具备一定的市场分析及判断能力，良好的客户服务意识；薪资待遇：2～3K底薪+提成10%-25%，五险一金，周末双休五险一金 节假日福利 享受所有国家法定带薪假日 转正之后享受享受带薪年假 病假 婚假 等其它假日上班时间：9:00-12:00  14:00-18:00,创业公司,50,50,"互联网/电子商务,计算机软件"
广州政府12345热线粤语客服,广州锋泽网络科技有限公司,无工作经验,大专,广州-天河区,3000,5000,岗位职责1、通过广州12345服务热线，为市民提供政策法规、办事流程、执法程序、审批服务等政策咨询、服务查询、诉求受理等政务服务；2、 咨询、受理市民对治安、水电气、食品卫生、物价、劳保、环保、公共管理、服务、城建、经济等问题的查询、申诉、求助.3、对市民反映的问题进行即时解答、记录市民诉求并提交工单；任职要求：1、学历：大专或以上学历；普通话、粤语流利；3、具备较强的语言理解能力和语言表达能力，善于总结、发现问题；4、熟悉电脑操作，具备一定的听打能力。5、有大局观念，能服从安排和指挥；6、有良好服务意识，反映灵敏、刻苦耐劳，具备团队合作精神和较强的责任心；7、无犯罪记录。上班时间：服务时间：正常人工服务时间为9:00时-21:00时工作时间：每个班次工作时间不多于8小时排班安排：轮班制，可确保每月有8-10天休息上班地址：天河区龙口西穗园东街47号穗园小区A栋电信大厦。（广州市政府机关幼儿园对面）,民营公司,50,150,"计算机服务(系统、数据服务、维修),互联网/电子商务"
客户经理,房家加网络科技（杭州）有限公司,1年经验,大专,杭州-余杭区,8000,20000,岗位职责：1、负责公司产品市场的前期拓展，熟悉杭州市场各大园区，写字楼；2、通过电话和上门拜访，了解客户现状和需求，录入信息数据汇总；3、负责和新客户的合作的洽谈、签约以及老客户关系的维护；4、协助部门经理完成公司年度拓展计划，完成每月部门拓展目标。任职要求：1.男女不限；2.大专以上学历，不限经验，(有经验者可高中以上即可)，市场或者金融相关专业优先，；3. 深入了解营销流程，工作思路清晰，熟练的销售技巧，良好的语言表达能力及人际关系交往能力；4.1有责任心，工作积极主动，乐观开朗，能承受较大工作压力；5.热情，诚恳、灵活，能吃苦，能挑战压力工作。薪酬福利：1.底薪5000-10000+业绩提成；2.五险；3.带薪年假、房补、电脑补贴、结婚生孩补贴、定期体检，国外游（去年带薪一周普吉岛游）等；4.员工生日派对；5.各类特色节假日活动。,民营公司,50,150,"互联网/电子商务,房地产"
实地专员（金华）,新新贷（上海）金融信息服务有限公司,1年经验,大专,金华,5000,6000,岗位职责：1、负责现场收集贷款客户的个人及企业经营性资料；2、对客户贷款资质进行相应的验证与审核，通过现场核查情况，分析、判断申请客户的风险情况；3、按预设标准，整理收集的资料，撰写客户信用调查报告；4、负责部分客户的贷后回访工作、当地市场的市场调研工作。任职要求：1、男女不限，财务、金融类相关专业大专以上学历；2、有1年及以上信贷审核或审批经验，能对企业的经营状况进行深入分析；2、具有较强的信息捕捉和分析能力、沟通能力和文字表达能力；3、能接受出差以及外派安排；5、工作严谨负责、敬业务实，有强烈的团队意识与合作精神。6、薪资福利：底薪3000-4000左右，每月绩效2000-3000，月均工资5000-6000，弹性工作，平时在家办公，周六日双休,民营公司,1000,5000,"互联网/电子商务,金融/投资/证券"
APP开发工程师（外籍、海外工作经验优先）,上海载和网络科技有限公司,2年经验,大专,上海-浦东新区,20000,25000,"1、负责APP产品的研发，有多年独立移动端开发经验；2、负责iOS或Android移动技术框架项目的架构设计、方案制定；3、跟进项目进展，编写设计开发及实现文档，并完成软件实现；4、负责优化系统质量、性能、用户体验；5、负责前端技术实施的整体考虑，提供前端与后端技术应用解决方案。任职资格：1、至少2年移动端开发经验 计算机相关专业本科以上学历，1年以上IOS或Android平台产品开发经验；2、Java基础扎实，熟悉Spring Spring MVC,MyBatis等开源框架；3、熟悉JavaScript，HTML，CSS和HTTP协议，了解Python，Scala等语言；4、扎实的Linux服务器端开发功底，良好的系统编程、数据结构、算法基础、系统设计能力；5、了解移动app审核标准以及审核流程6、有良好的分析，总结能力，能够同产品经理、前端开发建立良好沟通关系；具备强烈的进取心、责任心、求知欲及良好的团队合作精神；7、主要招聘国外的工程师，外籍人员或者在国外工作多年",外资（非欧美）,150,500,互联网/电子商务
物流专员,美味不用等,1年经验,大专,济南-市中区,3000,4500,岗位职责：1，确保库存账物一致，确保账务及时。2，物流发货，及保证发货的及时性。3，库存盘点及库存摆放规范4，协助技术收集数据、表格整理。5，协助技术做PK结果收集、汇总。6，协助技术在设备出库后的开机测试。7，协助技术其他基础性文职类工作任职要求：一年以上仓管工作经验，吃苦耐劳，周六能配合工作需要的加班。服从领导安排的各项工作，有从事仓管员经验者，或熟悉ERP系统优先考虑。,民营公司,1000,5000,互联网/电子商务
人事行政专员,广州牛犊秀信息科技有限公司,1年经验,大专,广州-海珠区,4500,6000,1、起草和修改报告、文稿等；2、及时准确的更新员工通讯录；3、负责日常办公用品采购、发放、登记管理，办公室设备管理；4、员工考勤系统维护、考勤统计及外出人员管理。任职资格：1、大专及以上学历，有相关工作经验者可放低学历要求；2、熟悉办公室行政管理知识及工作流程，熟练运用OFFICE等办公软件；3、工作仔细认真、责任心强、为人正直，具备较强的书面和口头表达能力；上班时间：早九晚六点半，周六日双休，节假日正常放假休息。,创业公司,50,50,"互联网/电子商务,影视/媒体/艺术/文化传播"
销售代表,深圳市宝瑞迪科技有限公司,1年经验,中专,深圳-龙岗区,8000,10000,"岗位职责：1、开拓新市场,发展新客户,增加产品销量2、通过公司提供的客户资源（也可自己寻找资源），与客户进行有效沟通，寻找销售机会3、管理维护客户关系，建立长期良好的合作关系4、做好销售合同的签订、履行与管理等相关工作，以及协调处理各类市场问题。5、接待来访客户，以及综合协调日常销售事务。任职要求：1、18—29岁，有市场营销及有相关工作经验者优先2、良好的沟通表达能力和销售技巧，具有亲和力3、能够独立开发客户资源，寻找潜在客户，完成销售目标；4、具备较强的销售技巧及销售经验，市场营销经验及市场拓展经验；5、具有较强的市场分析能力、推广能力和良好的人际沟通、协调能力；6、在营销业充满自信与激情，具有强烈的敬业精神及良好的职业道德；具有团队协作精神,有较好的耐性和韧性；做事认真，仔细，积极主动；福利待遇：1、底薪+提成+奖金（大单奖+月度奖+季度奖+年终奖）+房补+带薪年假，月薪平均8000元以上（上不封顶，只要你愿意挑战）2、入职购买社保，完善专业的入职培训、销售技巧培训、沟通技巧培训等3、包住；工作时间:5天半，8小时，无加班；带薪年假，法定节假日正常休息4、一年两次国内外旅游、员工生日会、公司聚会，报销过年回家车费等公司网址：www.boodtech.com阿里巴巴网址：https://szsbdkj.1688.com/？spm=a261y.7663282.0.0.H4Yqh2温馨提醒：公交下车站点：珠江旭景佳园站、坂雪岗大道路口地铁路线：坂田站B出口（5号线环中线）联系人：张小姐  0755-89370648",民营公司,50,150,"印刷/包装/造纸,计算机服务(系统、数据服务、维修)"
渠道经理-长春,北京小鱼易连科技有限公司,5-7年经验,本科,长春,8000,15000,【岗位职责】1、完成指定区域内的渠道发展、服务、培训、维系与支撑工作。2、负责区域内代理渠道的建设、调整目标，根据公司渠道建设目标有效拓展新的代理渠道。3、配合合作伙伴开拓区域市场，维护合作伙伴合作关系。【任职要求】1、4年以上IT行业相关工作经历；2、熟悉了解音视频相关产品及方案知识；3、有企业级相关产品渠道开拓和销售经验，和成功案例；4、表达清楚、逻辑清晰，对渠道拓展工作有独特的观点；5、有较强的渠道市场促销培训策划工作，有明显提升渠道销量策略的工作方法；6、有较强的前后台资源整合和协调能力；7、 表达和沟通能力强、 吃苦耐劳、心态积极不怕遭受挫折、性格外向，有亲和力，有引导力。,合资,150,500,互联网/电子商务
售后主管,人人车,3-4年经验,大专,常州,5000,8000,岗位职责：1、负责协调销售车辆复检并完成过户工作，并且保证客户及车主客户满意度。2、负责协调客户投诉事宜，并负责突发事件的处理工作；3、负责客户投诉受理流程的改进与服务质量的提升工作；4、监督并评估团队及合作伙伴的工作，及时发现问题并采取相应的改善措施；5、维护公司良好的公共关系，树立优质的服务形象；6、协助制定客户回访方案。任职要求：1、有相关投诉处理及投诉管理相关经验1年以上，学历大专；具备敏捷的观察、判断能力、沟通能力，能够处理投诉的突发事件；2、遇事冷静，考虑问题客观、全面，工作耐心、细致；3、性格开朗，有良好的客服服务意识，高度的敬业精神与工作激情，具有较强的条理；4、具备汽车，二手车行业相关经验优先。,民营公司,1000,5000,互联网/电子商务
诚聘电话销售/销售代表/电话销售、提示住宿,深圳市乐有家控股集团有限公司,无工作经验,大专,深圳-龙华新区,6000,12000,【职位信息 】A：团队组成：大集团内纯大学生创业型团队：本科为主、大专/研究生为辅；平均年龄23岁；只招新手，筛选严格；这里是应届生创业的小天堂，年轻大胆有梦想！B：高保障高提成：人均收入1.3万，80%以上员工月入过万！不玩数字游戏，不搞虚拟浮夸，真实敢晒，解释我们的收入都已经成为一个“幸福的烦恼”。C：团队氛围：大集团标准，营销副总裁直管区域，管理高度扁平化，副总裁/副总经理直接指导工作开展！简单真诚、阳光透明，特别能吃苦、特别能战斗、特别能坚持是我们的团队精神。D：晋升：平均每一个月左右一次竞聘晋升机会，入职过半月即可报名，公正客观笔试+群面公投，竞聘岗位多样，鼓励轮岗和合理异动；目前基地n位90后副总经理，90%以上店长为毕业一年以内应届生！E：培训（导师制）：导师制带教，一对一日常化培训，严格培训，“每日一训+每日一考”是常态，快速提升个人能力，大宗商品交易既赚到又学到！F：提供住宿，解除后顾之忧：提供高端、中端、初端三级社区宿舍，安全小区住宅，标配，大家庭氛围，解除你的后顾之忧，让你大胆的在深圳打拼。【我们的待遇？】本科薪酬6500元起（5500元底薪+1000元真服务绩效奖），大专薪酬6000元起（5000元底薪+1000元真服务绩效奖）再享有高50%-80%高额提成更多福利：五险、各类带薪假、专业培训、国内外旅游等多项福利！【任职资格】1、年满18周岁，统招大专及以上学历，五官端正，身体健康，品行良好，无不良嗜好；2、想挑战高底薪高提成，热爱销售，想证明自己，能“朝九晚十”单休（2018年5月1日起工作时间调整为五天半，休息时间一天半）能吃苦耐劳，承挫抗压能力强；3、想加入人均月入过万的优秀团队，能适应现代化、扁平化、参与式管理模式，能接受严格的职业化培训考核；4、想获得“一对一导师制”专业培训带教，能接受严格筛选，能接受一周左右岗前见习培训（不提供补贴，但培训免费、住宿免费，工作内容实战体验），尊重双向选择；5、想加入集团总部第一实验基地大学生创业团队，想有快速、公正的晋升机会，敢闯敢拼，有良好的服务意识，有较强的创业欲望。【联系我们】招聘官：郭海凤主任联系方式：15807733837（招聘高峰，主动联系优先安排面试）上班地址：就近安排【公司信息 】深圳市乐有家控股集团（原名为深圳市家家顺控股集团，下述简称“集团”）成立于2008年，业务涵盖二手房买卖、房屋租赁、项目策划、新房代理、电子商务、资产管理、金融服务等领域，致力于打造一个线上线下一体化的E2E智能生态系统，为客户提供放心、省心、顺心的服务和解决方案。集团旗下拥有“乐有家”、“顺联担保”、“万顺通资产”、“家家顺网络科技”、“盛联行投资发展有限公司”等优秀品牌，数百家子公司、数千家分公司（连锁直营网点）遍及全国主要大中城市，各项业务高速发展，在行业低迷时然稳健前行、健康成长，已发展成“以房地产经纪为龙头、金融和互联网为两翼”的大型企业集团。集团秉承“真诚正义，先人后己”的核心价值观，遵从扁平化、简单化、标准化、制度化、信息化、智能化的“六化”管理理念，坚持“为您，真诚到永远”的服务理念，力倡“业务一体化”新思维，创新“二三级联动销售”新模式，得到了社会各界的高度评价，曾获“值得信任的地产经纪品牌”、“全国优秀房地产经纪机构”、“中国十大品牌中介机构”等多项殊荣。集团视人才为最宝贵的财富，搭建了以员工发展为核心的培训体系，打造了全新线上线下一体化的“乐有家学院”；摒弃华而不实，反对铺张浪费，崇尚“健康、舒适、便利”的风格，推出了“运营低成本，员工高收入”的运营模式；秉承“员工富公司富，员工强公司强”的薪酬理念，推行了经纪人高分成制、管理人员利润分红制等薪酬福利政策，实施了『腾飞?聚赢』、『梦圆乐有家』人才工程等一系列独特的聚贤育才措施，集中构建富有行业竞争力的创业平台，助从业人员实现自我价值，携手共创辉煌。集团在“立足大深圳，扎根珠三角，密布全中国”的战略规划下，于2017年启动“百城万店”计划，将陆续进驻全国所有城市，实现“有家的地方就有乐有家”的宏伟愿景！,民营公司,10000,10000,房地产
高级Web前端开发工程师,南京基食信息技术有限公司,3-4年经验,本科,南京-雨花台区,8000,15000,职位信息【岗位职责】1、负责产品的前端架构设计开发、优化和维护；2、配合后端工程师，高效完成产品的数据交互、动态信息展现；3、配合相关需求方，深度参产品需求讨论，功能定义等；4、承担前端端重点、难点的技术攻坚任职要求；【岗位要求】1、优秀的自我驱动与主动学习能力；2、必须具备独立前端开发和独立解决问题的能力；3、具有扎实的编程功底，良好的设计能力和编程习惯；4、熟练掌握HTML5/CSS3/JavaScript/W3C规范等前端基本技术；5、能熟练编写具有良好风格规范的代码，熟悉跨浏览器兼容、CSS、JavaScript、jquery；6、熟练掌握并使用Vue框架，深入理解动态路由，并理解vue-cli/webpack等相关前端工程工具的机制；7、熟悉HTTP协议机制、熟悉RestfulAPI接口设计机制和调用方法；8、具备一定的业务需求分析能力；9、对自己写的代码要100%理解，对使用的技术库要有一定深度的理解，有一定的代码分析和优化能力，对可用性，可访问性，前端性能优化有自己的积累；10、有成熟的技术意识和产品关注，客观理性、实事求是。具备一定的UI交互设计能力；,创业公司,50,50,"互联网/电子商务,计算机服务(系统、数据服务、维修)"
人力行政经理,四开花园网络科技（天津）有限公司北京分公司,3-4年经验,本科,广州-海珠区,10000,15000,岗位职责：负责广州总部人事管理：员工招聘、员工关系、考勤等；负责公司行政管理：办公室管理、会议组织、资产管理等；负责监督和落实公司各项人力行政制度；负责广州总部办公室装修相关工作沟通协调及对接。任职资格：本科及以上学历，管理学相关专业；3年以上人力行政工作经验；具有较强的责任心和服务意识；具有良好的沟通协调能力；有办公室装修和搬迁工作经验；互联网或影视传媒行业工作经验优先。,民营公司,150,500,"影视/媒体/艺术/文化传播,互联网/电子商务"
销售经理,广州市单元信息科技有限公司,2年经验,大专,广州,4500,6000,工作内容：1、负责快速营销产品并连带短彩信、流量、话费及电子权益销售工作，    完成月、季、年销售目标；2、利用自有的资源，执行公司产品战略；3、与三大运营商、云公司、互联网公司、行业协会携手拓展目标市场；4、组织各地的招商会，协助营运商的业务开展；5、负责所属营运商团队的产品培训及带教工作；6、完成上级下达的工作；任职要求：1、大专以上学历，IT，通信相关专业2、熟悉H5营销模板的销售技能，及连带销售其他通讯产品能力；熟悉操作办公软件及PPT的专业制作；3、执行力强；4、能承受高频出差节奏；5、诚实、勤劳、专注、好学，有创业者心态；6、有良好情商、与人合作及包容心态，有一定自身客户资源优先。,民营公司,50,150,"互联网/电子商务,通信/电信运营、增值服务"
