职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
售前技术顾问 (济南）,上海天旦网络科技发展有限公司,3-4年经验,本科,济南,15000,30000,1.按客户特点，设计并提供用户方技术决策者认可的产品和方案；2.为POC建立正确目标，并确保POC交付预期的成果；3.通过专业知识、提供咨询和建议，赢得产品直接使用者的支持；4.为客户推荐匹配需求和预算的解决方案；5.与客户经理共同制定项目策略，为用户立项、招标采购设计正确的采购理由和招标参数；职位要求：1.全日制大学本科或同等教育程度；2.2年以上售前经验，或者3年以上IT管理类产品技术经验，或者大型甲方相关技术经验；3.热爱技术与学习，深入了解网络、Linux知识，能够深入阐述网络基础原理、应用架构和常见网络问题及解决方案；4.良好的语言表达和沟通能力；5.较强独立工作能力和工作主动性；具备以下一项或多项能力，我们将优先考虑：1. 了解金融、电信、能源、汽车行业应用系统架构及业务逻辑；2. 善于分析问题迅速给出解决办法；3. 知识面广泛，具备CCNP、SCP、VCP等认证资格。Netis为所有员工提供：* 平等自由、舒畅轻松的工作环境；* 健全完善的社会保险以及公积金体系；* 公司支付的商业人身意外保险保障，健康体检；* 每年12天带薪休假，5天带薪病假；* 每年第13个月额外工资；* 我们对于在公司服务期限达到一定年限的同事，更会给予意外惊喜。,民营公司,150,500,计算机软件
课程顾问（上市公司+五险一金）,深圳光环鼎盛科技发展有限公司,1年经验,大专,深圳-南山区,15000,20000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑17年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位描述：1、负责各项目（管理线PMP/ACP/NPDP等，技术线AI/大数据）的顾问式销售工作，保质保量完成招生目标；2、参与说明会、峰会等市场活动，做好现场的控场及咨询。任职资格：1、1年以上的课程顾问工作经验，有小组管理工作经验者优先；2、学习能力强，心理素质好，可承受一定的工作压力；3、具备良好的进取心、职业道德和团队合作意识。关于福利1、工作时间：5天8小时2、津贴：餐补、加班调休或补助、全勤奖3、福利：1）五险一金2）每周享受一次下午茶时光3）定期组织员工旅游4、带薪培训，定期为员工提供各类型培训1）项目管理及其他专业培训，大量接触高端管理专家，全方位提升自身素质2）大客户顾问式销售的专业培训与指导，快速提升销售力,上市公司,500,1000,"教育/培训/院校,专业服务(咨询、人力资源、财会)"
销售代表,深圳光环鼎盛科技发展有限公司,1年经验,大专,深圳-南山区,15000,20000,一、课程咨询1、介绍课程（IT管理线PMP/AVP/NPDP，IT技术线AI/大数据）；2、帮助意向客户做出合理的学习计划和职业规划。二、市场活动1、通过峰会、论坛、讲座、说明会等线上、线下活动收集及开发有效客户信息。任职资格：1、年龄21-28岁；2、熟练掌握话术，灵活应用销售技巧；3、较强的表达与沟通能力，普通话标准；4、较强的学习能力，有责任心、有团队合作精神；5、1年以上咨询或招生经验，教育培训行业销售工作经验优先。,上市公司,500,1000,"教育/培训/院校,专业服务(咨询、人力资源、财会)"
运维主管,广州市钱大妈农产品有限公司,5-7年经验,本科,广州-天河区,8000,11000,岗位职责：1、负责管理组建IT运维24小时服务团队；2、制订IT运维团队标准化工作流程，制订相关KPI考核制度；3、管理第三方维护服务团队，考核服务质量；4、对接企业内部各部门IT维护需求，制订相关服务细；5、配合专业化智能客服系统实施上线，推动企业智能化进程；6、负责企业用户IT培训工作，服务团队专业性业务提升及培训7、完成上级交办的其它工作。任职要求：1、本科（含）以上学历，计算机专业，有计算机服务相关背景优先；2、有深厚的客服系统、呼叫中心行业经验，熟知行业的发展趋势；3、5年以上ITIL管理、有IT维护24小时服务团队组建管理经验；4、对智能客服，工单系统深入熟悉；5、具有良好的团队合作精神，沟通协调能力强，有亲和力和推动力；6、有专业服务流程规范化，标准化制订及实施经验；7、有国内中大型公司客服系统工作经验者优先；8、有国内外零售行业IT维护经验优先薪酬福利：（1）公司提供工作午餐；（2）待遇：基本薪资+岗位薪资+绩效薪资+年终奖；（3）公司提供社保，年度体检；（4）公司在职员工均享受丰厚节日福利如：春节、中秋节、端午节、妇女节等节日福利；（5）公司提供在职员工年度旅游；（6）公司为优秀员工提供出国学习机会；（7）工作满1年参与年度调薪及股权激励，并享受带薪年假；（8）珠三角生鲜行业领军品牌，让您更快进步成长；请联系我们：1、面试地址：广州市天河区天河北路179号尚层国际写字楼1901-1907；2、乘车路线：（1）乘坐地铁3号线，林和西B出口，第一个红绿灯转右手边过马路米即到尚层国际写字楼（乘坐电梯19楼即可），中国市长大厦旁；（2）公交车： 547，B16到时代广场下车往回走300米；3、公司网址：http://www.qdama.cn；邮箱：denglimei@qdama.com联系人：邓小姐 020-85219736工作地址广州市天河区天河北路179号尚层国际19楼1901-1907钱大妈广州总公司,民营公司,1000,5000,快速消费品(食品、饮料、化妆品)
高级课程顾问(五险一金+高提成),深圳光环鼎盛科技发展有限公司,1年经验,大专,深圳-南山区,10000,15000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑15年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位职责：1、准确介绍培训课程，帮助意向客户做出合理的学习计划和职业规划；2、通过电话咨询、网络在线、活动现场等形式，完成课程销售；3、建立和更新客户数据库，及时反馈和跟进需求；4、积极配合公司的项目推广和市场活动。任职资格：1、1年以上咨询或招生经验，教育培训行业销售工作经验优先；2、阳光向上，普通话标准，为人亲和；3、具有优秀的表达和沟通能力；4、富于团队协作精神，具有较好的敬业精神。光环国际真诚为您提供：1、入职购买五险一金+补助+法定节假日；2、五天八小时上班制，周末双休；2、每年享受国家规定的带薪年假、法定节假日等福利；3、丰富的团队建设，出游、烧烤、节日活动等；4、公司具有完善的培训体系，会为员工提供一系列的提升岗位技能和管理技能的培训课程；5、公司每年有2次优秀员工嘉奖机会。,上市公司,500,1000,"教育/培训/院校,专业服务(咨询、人力资源、财会)"
产品研发经理,北京中税网控股股份有限公司,无工作经验,本科,北京,7000,9000,岗位职责：1. 负责专业产品线的产品调研方案设计与执行；2. 负责所负责产品线内产品的编写工作；3. 负责所负责产品线内产品的更新与维护工作；4. 配合市场及营销部门，完成产品推广方案的设计与执行；5. 根据需要，与外部专家进行沟通和联系；6. 根据需要，配合完成一定的教学任务（含录播、直播、面授等形式）；7. 完成移动互联网事业部领导安排的其他工作。任职要求：1.财务管理、会计、审计、税务、经济金融、企业管理相关专业本科以上学历；2.有注册税务师、注册会计师、注册评估师等财税证书优先；3.3年以上同岗位工作经验，热爱金融培训事业，热爱研究和教学工作；4.从事过财税相关教学工作，具备授课能力者优先；5.具备一定的IT管理知识，熟练使用EXCELL/WORD软件及PPT其他必须的办公软件；6.有对资料收集、整理、判断和审核能力；7.有较强的语言表达能力、协调沟通能力和职业判断能力；8.有较强的创新能力，沟通协调能力和团队合作精神。,民营公司,1000,5000,"互联网/电子商务,教育/培训/院校"
售前技术顾问,上海天旦网络科技发展有限公司,3-4年经验,本科,北京-朝阳区,15000,30000,1.按客户特点，设计并提供用户方技术决策者认可的产品和方案；2.为POC建立正确目标，并确保POC交付预期的成果；3.通过专业知识、提供咨询和建议，赢得产品直接使用者的支持；4.为客户推荐匹配需求和预算的解决方案；5.与客户经理共同制定项目策略，为用户立项、招标采购设计正确的采购理由和招标参数；职位要求：1.全日制大学本科或同等教育程度；2.2年以上售前经验，或者3年以上IT管理类产品技术经验，或者大型甲方相关技术经验，必须有证券行业技术工作经验；3.热爱技术与学习，深入了解网络、Linux知识，能够深入阐述网络基础原理、应用架构和常见网络问题及解决方案；4.良好的语言表达和沟通能力；5.较强独立工作能力和工作主动性；具备以下一项或多项能力，我们将优先考虑：1. 了解证券、金融、电信、能源、汽车行业应用系统架构及业务逻辑；2. 善于分析问题迅速给出解决办法；3. 知识面广泛，具备CCNP、SCP、VCP等认证资格。Netis为所有员工提供：* 平等自由、舒畅轻松的工作环境；* 健全完善的社会保险以及公积金体系；* 公司支付的商业人身意外保险保障，健康体检；* 每年12天带薪休假，5天带薪病假；* 每年第13个月额外工资；* 我们对于在公司服务期限达到一定年限的同事，更会给予意外惊喜。,民营公司,150,500,计算机软件
信息主管,永嘉万新尚瑞置业有限公司,2年经验,大专,温州,8000,10000,工作职责:1、负责公司内部计算机、网络设备、各信息系统的运维工作，保障公司内部计算机、网络设备稳定运行，实现信息的安全、高效的流转。2、协助集团对公司信息系统进行改进、升级，负责日常维护、排障；3、负责按照业务需求，对信息系统业务流程的编制调整、权限设置等工作4、负责各信息系统内各种信息、资料的保密性、安全性、完整性工作；5、负责信息化培训；6、与其他各部门协调并给予相应支持；7、完成上级交办的其他工作。任职资格:1、大专以上学历，计算机专业。2、3年以上工作经历，有房地产公司IT管理工作经验者优先；3、有较好的沟通协调能力，以及服务意识。,民营公司,150,500,房地产
系统管理员,陕西德赛康医药咨询有限公司,1年经验,大专,西安,3000,5000,岗位职责：1、负责公司信息系统的日常运维和管理，解决相应部门在使用过程中的各种问题，保障信息系统的稳定与安全；2、熟悉勤哲软件（EXCEL SERVER 服务器），信息化资料建立与整理。3、负责公司内部基础网络建设与维护，保障公司网络的正常运作；4、  负责公司IT设备的管理，软硬件维护及其信息安全工作，保障公司IT相关设备的正常使用；完成领导交办的其他事务工作。5、大专以上学历，计算机或IT相关专业。福利待遇：周末双休、社保五险、年终奖金、员工旅游、定期体检,民营公司,50,150,"医疗/护理/卫生,医疗设备/器械"
技术支持工程师,上海沪万智能科技有限公司,3-4年经验,中技,上海-长宁区,6000,8000,岗位职责：1、机房基础设施维护，包括电脑、服务器、网络交换机、程控交换机、UPS、打印机、传真机等；2、负责实施对客户公司内部及外部网络运行的维护；3、协助制定统一的客户维保程序和规范；4、计算机软件日常维护（软件安装及更新，病毒驱除等），远程故障排除；5、按要求对维保系统进行定期检查并出具维护报告；6、公司要求的其他维护相关工作；岗位要求：1、对待工作认真敬业，勇于承担责任与压力。能适应弹性的工作时间；2、熟悉IT管理工作以及各种IT设备及网络信息设备的使用；3， 熟悉电脑基本检修和操作技能3、可以熟练完成windows系统的安装配置工作，具备简单的Linux系统管理能力；4、熟悉常用的路由器及交换机配置；5、有驾照者优先考虑。,合资,50,50,"计算机软件,计算机服务(系统、数据服务、维修)"
系统运维和虚拟化,沈阳亚诗达科技有限公司,无工作经验,本科,杭州,8000,10000,"公司全年13薪提供五险一金外加商业保险，定期专业培训，年假，双休（实际情况需根据甲方项目决定），根据能力薪资8000以上。公司主要从事银行，通讯，证券，IDC数据中心，虚拟化，云存储方面项目研发，运维，技术支持，实施方案指导等工作。满足岗位要求其中一项即可,投递简历请务必注明薪资要求，简历中必须有本人照片。邮件主题请按照以下格式书写：应聘职位_期望工作地点_应聘者姓名岗位要求：（1）1、负责应用系统的运维工作，确保系统正常运行；2、生产系统日常问题受理以及协调解决，负责客户线上问题响应处理；3、负责生产环境版本的维护和升级，制定版本发布计划并跟进，确保系统平稳上线；4、负责生产系统数据修改脚本的编写，并提交应用运维经理审核后执行；5、完成业务部门提交的权限、公用代码数据等基础数据的配置维护工作。岗位要求：（2）1. 负责公司机房基础设施、服务器、操作系统（Windows、AD）、网络系统（路由器、交换机）、安全系统的日常管理和维护任务；2. 负责公司计算机软硬件、视频系统、网络等的日常维护、安装调试、故障诊断等技术支持工作；3. 负责公司各项IT管理制度的拟定；4. 负责公司IT固定资产的日常管理工作，包括资产采购、入库、分配、调拨、付款、盘点等；岗位要求：（3）1、负责部门规划和管理，包括完善内部运维团队，技术规划，团队建设等;2、负责运维制度的制定，包括运维制度的细化和监督执行;3、负责公司产品服务器的上线、日常运维、优化等工作；监控产品服务器的运行状态、系统性能；保障产品服务器的稳定性、可用性以及完整性；4、负责处理系统日常变更，控制突发情况，对疑难问题进行分析并解决，以及各类故障和事务的应急响应和技术支持；5、负责服务器系统、应用调整和性能优化，提高操作效率，增强系统可用性；6、负责服务器及设备的安装、调试、维护、监控、备份等日常工作；7、负责对产品服务器的各种性能监测数据以及故障日志等的分析，协助研发进行相关问题查找；8、负责服务器的分布式集群和负载均衡方案的设计和实施。任职资格（1）：1. 本科及以上学历，计算机相关专业，持有CCNA、CCNP、MCSE、CISP等证书尤佳；2. 二年以上相关计算机工作经验，从事银行、金融租赁公司基础系统、网络及信息安全系统、helpdesk管理工作；3. 熟悉主流操作系统（Windows、Linux）、数据库系统（MSSQL、DB2）日常管理及维护；4. 熟悉主流网络设备（思科、华为）及信息安全设备（防火墙、防病毒等）日常管理及配置；5. 熟悉主流服务器、存储、备份、虚拟化等系统日常管理及维护；6. 熟悉主流桌面软件、视频会议等维护使用、故障处理；7. 待人诚恳，认真负责，工作细致，服务意识强。任职资格（2）：1、专科或以上学历，3年以上运维工作经验，有最少2年以上的中型网站运维管理经验；2、深入掌握Linux平台下的故障分析、系统调优、性能分析、容量管理等方法；熟悉VMware企业级虚拟技术，有使用过VMware vSphere、vSOM、View、vCAC、vSAN、NSX等技术管理数据中心的实践经验，精通VMware vSphere、vCenter, ESX/ESXi组件及其功能，有较强的虚拟化平台排错经验；3、熟悉SYMANTEC BE、Veeam、VDPA等备份软件和NetApp、EMC、IBM、HP等主流品牌服务器、NAS/SAN存储、磁带机、磁带库设备的部署和配置；4、有相关的高级认证（VCP或者其他等同的认证）者优先；5、良好的售前沟通能力，发掘用户的虚拟化需求，能根据用户的需求编写相应的方案文档；6、良好的售后实施能力，熟悉VMware的安装、部署、参数配置、性能调优、问题诊断、备份恢复等；",民营公司,50,150,"计算机服务(系统、数据服务、维修),互联网/电子商务"
课程顾问,深圳光环交互科技发展有限公司,1年经验,大专,深圳-南山区,6000,15000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑15年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位职责：1、准确介绍培训课程，帮助意向客户做出合理的学习计划和职业规划；2、通过电话咨询、网络在线、活动现场等形式，完成课程销售；3、建立和更新客户数据库，及时反馈和跟进需求；4、积极配合公司的项目推广和市场活动。任职资格：1、1年以上咨询或招生经验，教育培训行业销售工作经验优先；2、阳光向上，普通话标准，为人亲和；3、具有优秀的表达和沟通能力；4、富于团队协作精神，具有较好的敬业精神。光环国际真诚为您提供：1、入职购买五险一金+补助+法定节假日；2、每年享受国家规定的带薪年假、法定节假日等福利；3、公司具有完善的培训体系，会为员工提供一系列的提升岗位技能和管理技能的培训课程；4、公司每年有2次优秀员工嘉奖机会。,上市公司,150,500,"电子技术/半导体/集成电路,计算机软件"
课程顾问（销售岗位）,深圳光环交互科技发展有限公司,1年经验,大专,深圳-南山区,6000,8000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑15年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位职责：1、准确介绍培训课程，帮助意向客户做出合理的学习计划和职业规划；2、通过电话咨询、网络在线、活动现场等形式，完成课程销售；3、建立和更新客户数据库，及时反馈和跟进需求；4、积极配合公司的项目推广和市场活动。任职资格：1、1年以上咨询或招生经验，教育培训行业销售工作经验优先；2、 有IT、java、hPh、NET等销售工作经验优先；3、了解并认同AI、BD行业趋势；4、具有持之以恒的心态，富于团队协作精神，具有较好的敬业精神。光环国际真诚为您提供：1、入职购买五险一金+补助+法定节假日；2、每年享受国家规定的带薪年假、法定节假日等福利；3、丰富的团队建设，出游、烧烤、节日活动等；4、公司具有完善的培训体系，会为员工提供一系列的提升岗位技能和管理技能的培训课程；5、公司每年有2次优秀员工嘉奖机会。,上市公司,150,500,"电子技术/半导体/集成电路,计算机软件"
电话销售,深圳光环交互科技发展有限公司,1年经验,大专,深圳-宝安区,4000,8000,电话营销/电话销售/电话邀约/咨询助理/宝安分公司/五险一金★ 光环国际——上市公司，专注项目管理，大数据和人工智能，聚焦IT管理，行业领跑15年岗位职责:1. 负责邀约客户到培训中心实地了解（自己无需接待客户）2. 依托公司资源，参照公司标准的话术进行邀约，需准确及时记录反馈客户信息3. 通过电话、微信、QQ等方式，为客户提供快速、准确的咨询与服务;4. 根据公司月度、季度、年度任务进行团队任务分解，并高效完成工作任务。任职资格:1大专及以上学历，一年以上电销、外呼等电话销售类工作经验者优先（有IT培训行业电销工作经验更优）；2普通话标准，善于沟通和表达，愿意从事教育培训行业；3阳光心态，抗压性强；有进取心，有团队精神；【我们提供高于IT培训行业内的高底薪、高提成薪资方案】1、工作时间：5天8小时或6天6.5小时制，按季度进行调整。2、津贴：餐补、加班调休或补助、全勤奖3、福利：五险一金；定期组织员工旅游4、带薪培训，定期为员工提供各类型培训；5、公司提供清晰的职业发展道路，为每个人制定适合个人的职业方案；6、优秀者可提前转正，并作为储备干部培养；工作地址：深圳宝安分公司——深圳宝安区宝源路中央大道A座13A层。地铁1号线西乡站C口、地铁11号线碧海湾站C口。,上市公司,150,500,"电子技术/半导体/集成电路,计算机软件"
销售经理/课程顾问（五险一金+上市公司）,深圳光环交互科技发展有限公司,1年经验,大专,深圳-南山区,8000,15000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑15年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位描述：1、完成意向学员的课程咨询工作；2、完成公司分配的招生目标；3、做好客户间的沟通与维护，及时修改和完善客户信息；4、支持公司的市场开拓与项目推广工作，积极配合公司整体业务发展。任职资格：1、1年以上的课程顾问工作经验，有培训销售管理工作经验者优先；2、学习能力强，心理素质好，可承受一定的工作压力；3、具备良好的进取心、职业道德和团队合作意识。【我们需要你！We want you！】1、工作时间：5天8小时2、津贴：餐补、全勤奖3、福利：1）五险一金2）每周享受一次下午茶时光3）定期组织员工旅游4、带薪培训，定期为员工提供各类型培训；1）项目管理及其他专业培训，大量接触高端管理专家，全方位提升自身素质2）大客户销售的专业培训与指导，快速提升销售力5、公司提供清晰的职业发展道路，为每个人制定适合个人的职业方案；1）从业务人员到项目管理专业人士（PMP），拓宽职业发展道路2）从销售骨干到业务管理者，发掘潜力，实现自我突破;6、优秀者可提前转正，并作为储备干部培养；7、关注员工内心世界，提供心理咨询服务；8、工作氛围轻松、热情、专注；9、公司处于发展阶段，规模不断扩大，需要更多的人才助公司成长。,上市公司,150,500,"电子技术/半导体/集成电路,计算机软件"
销售/课程销售,深圳光环交互科技发展有限公司,1年经验,大专,深圳-南山区,4000,15000,1、完成意向学员的课程咨询工作；2、完成公司分配的招生目标；3、做好客户间的沟通与维护，及时修改和完善客户信息；4、支持公司的市场开拓与项目推广工作，积极配合公司整体业务发展。任职资格：1、1年以上的课程顾问工作经验，有管理工作经验者优先；2、学习能力强，心理素质好，可承受一定的工作压力；3、具备良好的进取心、职业道德和团队合作意识。★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑15年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn福利待遇：1、工作时间：5天8小时2、津贴：餐补、全勤奖、年假3、福利：1）五险一金2）每周享受一次下午茶时光3）定期组织员工旅游4、带薪培训，定期为员工提供各类型培训；1）项目管理及其他专业培训，大量接触高端管理专家，全方位提升自身素质2）大客户销售的专业培训与指导，快速提升销售力,上市公司,150,500,"电子技术/半导体/集成电路,计算机软件"
IT网络技术管理员,南京北客纺织品有限公司,3-4年经验,本科,南京-江宁区,6000,8000,1．结合企业实际情况和发展需要，负责企业信息化建设的总体规划，并组织实施。2. 负责公司ERP系统与电子办公系统维护、负责内部需求业务系统的开发。3. 负责公司所有电脑及周边硬件设备稳定运行。4. 负责公司所有电脑操作系统及办公、应用软件的安装、维护和故障解决5．负责公司内部电子办公设备的管理、维护与简单故障排除6．统计公司内部硬件及网络资源使用率，合理调配硬件及网络资源7. 负责公司员工IT类技术知识普及、ERP及业务办公系统知识的培训工作8. 定期检查机房服务器的运行状况、制定设备维护计划并监督落实9．梳理OA流程，监控各项流程运转并对OA相关流程及知识管理进行优化。任职要求：1．大学本科及以上学历，计算机或相关专业。英文四级以上。2．三年以上中型企业IT管理相关工作经验，取得证书。3．参与过企业信息化建设，对企业信息运营管理有深刻理解，大型软件项目或系统集成项目实施经验。4． 相关办公软件与操作各类办公设备。5、工作地点江宁，双休，待遇优厚。,上市公司,1000,5000,"服装/纺织/皮革,贸易/进出口"
课程顾问/销售顾问（上市公司+五险一金）,深圳光环交互科技发展有限公司,1年经验,大专,深圳-南山区,8000,20000,1、根据公司提供资源向学员介绍课程（IT管理方向的全球认证课程）；2、帮助意向客户做出合理的学习计划和职业规划。3、通过峰会、论坛、讲座、说明会等线上、线下活动收集及开发有效客户信息。任职资格：1、年龄23-30岁，1年以上培训行业销售经验优先；2、熟练掌握话术，灵活应用销售技巧，较强的表达与沟通能力，普通话标准；3、较强的学习能力，有责任心、有团队合作精神。福利待遇：1、无责任底薪+餐补+竞赛奖金+提成2、入职购买五险一金+法定节假日3、丰富的员工活动+下午茶晋升空间：学习规划师 - 多项目咨询师  - 全产品资深咨询师/销售主管 - 企业经理/销售经理（可独立带项目团队）,上市公司,150,500,"电子技术/半导体/集成电路,计算机软件"
日资IT担当(编号99071) 日语必须,上海艾杰飞人力资源有限公司,3-4年经验,大专,上海,6500,7000,■基本信息■工作地点：上海市浦东新区工作时间：08:30 - 17:30工资范围：6500 - 7000语言要求：日语熟练 英语不问■职能描述■■ 负责办公设备（电脑，打印机，传真机，扫描仪，投影仪，AVER电视会议设备等），内部局域网络，工作电脑，服务器，路由器，电话系统等的维护和保养■ 负责安装和维护公司计算机，服务器系统软件和应用软件，定期对公司电脑及局域网进行杀毒和数据备份处理工作，提供IT软硬件的服务与支持■ 负责公司内部网络环境管理，网络安全，eSM系统，网络访问权限，邮箱等的管理，更新与维护管理工作■ 熟悉windows系统，网络架构，路由，交换，VPN，防火墙，入侵防御及检测等专业技术；AVER电视会议系统■ 负责所有设备资料和介质管理，计算机及IT类产品领用登记，IT设备及行政相关设备的采购工作■职位要求■■ 35周岁以下，大专以上学历■ 日语二级，准商务水平■ 3年以上企业网络维护经验■ 熟悉计算机设备管理，熟悉办公设备的维护与管理■ 熟悉掌握网络设备的管理维护和网络布线，具备很好的网络相关故障解决及分析能力■ 良好的团队精神和服务精神以及一定的管理协调和交涉能力，执行力强，工作有激情，踏实，具有抗压性，能够服从领导安排的相关工作■企业信息■该公司是一家大型的微机械手表、电子元件、信息系统机器、测量分析等设备的制造商。此职位为日语职位，工作内容日语必须，特别注明除外。若对此职位有任何疑问，可以通过以下联系方式联系我们。由于应聘者很多，添加时请注明您的信息，谢谢。_______________________________________________________________________★更多日企热门招聘请戳我 ：http://www.rgf-hragent.com.cn★転職をお考えのお知り合いがいらっしゃいましたら、ぜひご紹介ください。プレゼントを用意しております！_______________________________________________________________________上海公司地址：上海市黄浦区淮海中路98号金钟广场5楼0525单元联系方式：(021)5331-8000邮箱地址：hr@rgf-hragent.com.cn公司主页：http://www.rgf-hragent.com.cn,外资（非欧美）,50,150,专业服务(咨询、人力资源、财会)
课程顾问（无责任底薪+补助+奖金+提成）,深圳光环鼎盛科技发展有限公司,1年经验,大专,广州-越秀区,7000,15000,★ 光环国际——上市公司，专注项目管理，聚焦IT管理，行业领跑17年。★ 美国PMI（项目管理）协会、外国专家局、中关村软件园的战略合作伙伴。★ 为优秀的个人和百强企业提供专业的培训和咨询服务。★ 旗下网站—— www.aura.cn 、www.fmi.com.cn岗位描述：1、负责各项目（管理线PMP/ACP/NPDP等，技术线AI/大数据）的顾问式销售工作，保质保量完成招生目标；2、参与说明会、峰会等市场活动，做好现场的控场及咨询。任职资格：1、1年以上的课程顾问工作经验，有小组管理工作经验者优先；2、学习能力强，心理素质好，可承受一定的工作压力；3、具备良好的进取心、职业道德和团队合作意识。【我们需要你！We want you！】1、工作时间：5天8小时2、津贴：餐补、加班调休或补助、全勤奖3、福利：1）五险一金2）每周享受一次下午茶时光3）定期组织员工旅游4、带薪培训，定期为员工提供各类型培训1）项目管理及其他专业培训，大量接触高端管理专家，全方位提升自身素质2）大客户顾问式销售的专业培训与指导，快速提升销售力,上市公司,150,500,"教育/培训/院校,专业服务(咨询、人力资源、财会)"
IT管理员,中烟施伟策（云南）再造烟叶有限公司,3-4年经验,大专,玉溪,4500,6000,1.协助进行企业品牌宣传工作，包括微信、网站改版、画册、宣传片及其他宣传资料的更新设计、接洽制作、联系及跟进工作等；2.负责公司宣传素材、照片收集归档工作；3.负责宣传平台的搭建工作；4.负责公司大型活动、会议及员工活动摄影及后期照片处理；5.维护及管理公司网站、微信平台，及时更新宣传平台所有信息；6.负责协助上级做好部门临时安排的各项工作。岗位要求：1、熟练掌握Illustrator、Photoshop、CorelDraw、Flash等设计软件；2、热爱本职工作，工作细心、责任心强；4、有良好的设计功底和沟通能力，敏锐的洞察力及创新力,合资,150,500,"印刷/包装/造纸,环保"
IT管理员（公司网管）,上海鳕角商务咨询有限公司,1年经验,初中及以下,上海-松江区,6000,8000,1、公司计算机软硬件的日常维护及管理；2、公司所有人员计算机系统的备份和恢复；3、网路和服务器升级，备份、恢复和问题解决；4、交换机，防火墙，文件、邮件服务器和区域服务器的管理；5、电脑周边设备（打印机、扫描仪、传真机、复印机、投影仪等）安装与维护；6、公司电脑及周边设备的采购，小型应用软件的采购；7、领导交予的其它工作。任职要求：1、计算机或IT相关专业，大专或大专以上学历.2、熟悉PC机硬件维护，各种网络设备基本维护；对服务器、路由器、防火墙能够熟练操作及维护。,民营公司,50,50,金融/投资/证券
IT技术支持工程师（叫修）,上海泛翔网络科技有限公司,2年经验,大专,上海-静安区,4500,6000,应聘提醒：看清岗位描述及职位要求，不符者或不诚者，勿扰，谢谢！！职位描述：岗位要求：1. 热爱IT行业，有桌面支持/helpdesk支持经验；2. 精通 Win系统安装、配置、维护、故障排除；3. 熟练使用outlook，office等常用客户端安装、配置、维护、故障排除；4. 熟悉常用电脑，网络软硬件的配置和故障排除；5. 熟悉域环境下IT维护方法；6. 良好的学习能力和解决计算机相关问题的能力；7. 思维灵活，随机应变。8. 英语能够做到看写邮件没问题，简单的英语交流职位要求：1、大专及以上文化程度，计算机应用、网络管理、信息管理等计算机技术相关专业；2、至少具备1年以上企业IT管理员经验；3、熟悉桌面操作系统、标准办公软件、防病毒软件现场维护；；4、有网络安全、电脑病毒等维护经验以及在Windows平台下的各种应用系统的使用、管理和维护经验；5、具备良好的沟通能力和团队合作精神，学习力强，工作积极主动，耐心细致，责任心强，具有吃苦耐劳的精神；6、具备良好英语听说读写能力，口语至少可简单交流。公司福利：1、多元化的员工培训（技能培训、拓展培训、英语培训、储备干部培训等）；2、健全的员工关怀机制（年度体检、正规社保、年度旅游等）；3、自主性的团队建设活动。一旦录用，签订正规劳动合同并缴纳社保，并提供相关技能培训及良好发展空间。泛翔期待您的加入！,民营公司,150,500,计算机服务(系统、数据服务、维修)
