职位名称,公司名称,经验要求,学历,工作地点,最低薪水,最高薪水,职位描述,公司类型,最低员工人数,最高员工人数,主营业务
信息系统管理(职位编号：7),南京立方歌投资咨询有限公司,无工作经验,本科,南京,6000,8000,岗位说明：1、公司内部信息系统规划、建设、管理、运维；2、公司内IT设备及办公设备软、硬件的采购、管理和维护；3、结合公司业务（金融大数据方向），为其他部门提供IT技术的即时支持及前瞻规划。职位要求：1、理工科本科（一本、二本）及以上学历，专业限定：计算机应用、计算机网络、电子信息、信息工程、信息安全、自动化等；有大型机房或网络管理经验者优先；具有证券从业资格证书者优先；2、熟悉现代企业IT系统运维管理，有网络管理经验、能对各类软、硬件或网络故障进行快速定位和排除；3、熟悉X86架构主机硬件维护，各种网络设备基本维护；对服务器、路由器、交换机、防火墙等常见设备能够熟练操作及维护，具备故障诊断和处理能力；4、熟悉MS Windows系列桌面版及Server版的安装和维护，熟悉域操作，熟悉VMware、Hyper-V虚拟化技术，熟悉MS SQL Server、Oracle数据库、MATLAB语言者优先；5、熟悉相关网络安全产品，如防火墙、IDS、防病毒，漏洞评估工具等；6、了解主流硬件及网络产品的性能和发展方向，对常用设备价格及成本控制方面熟悉者优先；7、要求有主动学习的精神和对技术发展的浓厚兴趣，能结合工作不断的学习和刷新相关的知识技能；8、良好的沟通能力和合作精神、工作主动性强、耐心细致、责任心强，具有吃苦耐劳精神薪酬福利：1、五险一金、节假日福利、带薪年假、年终奖金等；2、完善的私募基金激励方案3、优秀员工给予国内、国外旅游奖励；,民营公司,50,50,"金融/投资/证券,计算机软件"
智慧教育运营公司 项目经理,融捷投资控股集团有限公司,3-4年经验,本科,广州-天河区,8000,10000,岗位职责：1.作为项目实施第一责任人，负责项目整体管理、组织和协调工作；2.负责根据项目合同需求制定项目实施方案的深化设计，拟定项目施工计划及人员配置方案，与客户沟通，控制进度计划和用户需求，编制项目成本预算；3.负责组织项目各项评审会议及项目例会，评估考核外包方的工作绩效，监管控制项目的进度、质量、安全、成本和风险；4.负责项目资源整合调配，指导、协调和解决项目中出现的技术和管理问题，保证项目的正常进行，确保按时完成项目实施。任职要求：1.全日制本科学历，计算机应用、网络工程、教育相关专业；2.3年以上项目经理工作经验，有负责过中型（200万以上）教育行业集成项目的管理经验者优先，具有项目文档编写和方案设计能力；3.熟悉项目管理知识体系，具备极强的项目进度控制能力，及较强的市场和技术方向把握能力，具有PMP或信息系统管理师（中级）认证优先，熟悉电教平台系统、教学应用；4.良好的服务意识、风险意识和高度的敬业精神，善于进行团队内部的组织，具有一定的领导能力；具有良好的心理素质以及团队合作精神，能承受较大的工作压力。,民营公司,10000,10000,"金融/投资/证券,原材料和加工"
制单岗（泰康人寿）,深圳市人力资本（集团）有限公司,无工作经验,中专,深圳-福田区,4500,6000,泰康人寿保险有限责任公司深圳分公司【岗位名称】制单岗【岗位要求】1、大专及以上学历（优秀者可放宽至中专），年龄20-40岁，细致耐心，积极向上，踏实进取；2、熟悉电脑操作和EXCEL办公软件的操作；3、具有良好的心理素质、沟通协调能力、执行能力，富有责任感和敬业精神。【岗位职责】1、负责各险种单证管理，对相关资料进行整理、分析；2、配合上级，进行各种险种单证的打印、客户发票打印、核对保险单据、合同及其单证管理、分类、处理、寄送客户等工作；3、定期进行业务核对、负责客户信息系统管理、维护工作。【薪酬待遇】月综合工资4500元左右，按规定缴交五险一金，享受公司工会福利；生日补贴；工装制作；年终奖；过节费；节假日礼品发放等。【工作时间】五天八小时工作制【工作地点】深圳福田区车公庙,国企,500,1000,专业服务(咨询、人力资源、财会)
信息监理工程师（双休+五险）,湖北信安信息系统管理技术有限公司,1年经验,本科,襄阳,50000,60000,工作内容：1、完成项目总监交付的监理工作任务；2、参与编写监理工作周报、月报、日志、会议纪要等监理文档；3、参与设备材料进场及隐蔽工程报验，定期对施工现场进行旁站；4、执行项目总监交办的其它事宜；职位要求：1、大学本科及以上学历，计算机或相关专业毕业，有工作经验者优先；2、1年以上工程监理工作经验，有信息系统监理工程师证者优先；3、熟悉相关的法律法规、有关政策及规定，具有较高的专业技术水平、较强的综合协调能力以及丰富的工程管理经验；4、有较高的判断决策能力，能及时决断，灵活应变，能处理各种矛盾、纠纷，具备良好的协调能力和控制能力；5、有很好的语言表达、交际沟通能力。,民营公司,50,150,计算机服务(系统、数据服务、维修)
区域经理（芜湖）,上海来伊份股份有限公司,2年经验,大专,芜湖,4500,6000,岗位职责：１、负责门店营运管理，负责所辖区域内所有门店的日常营运管理工作２、负责管辖区域门店有效执行公司制定的运营标准及服务标准３、负责完成公司制定的销售目标４、负责门店库存结构的调整，根据季节及时调整样面以取得良好的业绩５、对所属门店产品更新、监督、检查工作．６、有计划地培养，带教所属人员，以提高其工作能力与素质.７、对新进营业员的日常操作进行培训和带教.８、管理所辖门店员工的日常考勤.９、处理顾客投诉及其它售后服务工作.１０、负责审慎办理所属人员的考核，奖罚，升降等事项，并力求处理公平合理。１１、承办上级领导交办的其他事宜任职资格：1、大专以上学历，市场营销或连锁经营相关专业。有商超工作经验者优先。2、三年以上相关岗位管理经验；3、熟悉连锁型快消行业的经营模式，熟悉信息系统管理，能依据营运数据对市场做出预测和决策；4、善于直营门店的管理及人员的梯队建设；5、工作地点：芜湖,上市公司,5000,10000,快速消费品(食品、饮料、化妆品)
单证（应届生 ）,深圳市美联保险经纪有限公司,无工作经验,大专,深圳-南山区,50000,60000,一、从事海运进出货运险等出单打单工作；二、 耐心接受各种险种客户需求的咨询（货运险、车险、财产险等非水险），定期维护客户及处理客户投诉；三、完成货运险、财产险、非水险等险种初级核保及出单，以及后续续保客户咨询、服务等工作；四、配合上级主管，进行各种险种单证的打印、客户发票打印、核对保险单据、合同及其单证管理、分类、处理、寄送客户等工作；五、定期与保险公司及公司合作方进行业务核对、负责客户信息系统管理、维护工作；六、完成相关保险业务后续客户的收款工作、并将发票及其合同等客户所需材料寄送客户，做好服务工作；七、收集客户资料、报价等，对相关资料进行整理、分析；文件归档及管理工作；八、认真完成公司及上级领导交办的其他临时性事宜。任职要求：一、保险、商务英语、国际贸易、物流等相关专业；二、擅长读写英文，英文四级及以上；三、大专及以上学历四、打字速度快，熟练使用word\excel等办公软件；五、做事认真负责、有耐心、踏实勤恳，具有较强的沟通能力。公司福利待遇：1. 5天7.5小时工作制，周末双休；（9：00-17:30）2.国家法定节假日休息，依法享受带薪年假、婚假、产假等；3.每月设有全勤奖200元/月4.基本薪酬+各种补贴+全勤奖+提成；5.入职即购买五险一金及附加保险商业险、团意险；6.丰富多彩的员工活动 (各种省内省外旅游、聚餐、生日会、文体活动、户外拓展活动)。地址：深圳市南山区科技园中区科技中三路国人通信大厦（深大地铁站A3出口500米）附近公交站：科苑北、深大北门,民营公司,150,500,"保险,中介服务"
信息系统管理人员,广州锋泽网络科技有限公司,无工作经验,大专,广州-天河区,7000,9000,"工作职责：1、协助开展政务信息资源具体管理；2、协助热线平台及网格化服务平台的系统对接及信息管理工作。任职条件：1、大专以上学历,本科优先。其中计算机相关领域专业1人，信息管理相关专业1人；2、具有较强的服务意识、团队合作精神和沟通能力，责任心强，工作细致；3、具有信息系统建设经验或者政府部门工作经验者优先考虑；4、具备1年（含）或以上的工作经验；5、素质要求：（1）普通话流利。（2）具备大局观，有良好的服务意识，反应灵敏、积极主动、刻苦耐劳，能服从安排和指挥。福利待遇：1、薪酬待遇：7000-9000元/月(1) 工资：基本工资+生活补贴+年功津贴+绩效奖金等；(2) 保险福利：养老保险+生育保险+医疗保险+工伤保险+失业保险+公积金。2、其他：(1) 试用期2个月，考核合格即可上岗。(2) 其他福利待遇：工作满一年享有带薪年假、高温补贴、拓展活动、在职专业知识培训、个人素质能力培训等。上班地点：根据工作需要，上班地址在以下两个中的一个。（1）广州市天河区珠江新城广州市政务中心；（2）广州市天河区穗园小区广州市政府服务热线。上班时间：朝九晚五，周末双休邓先生：18578615995邮箱：dengrh13@163.com",民营公司,50,150,"计算机服务(系统、数据服务、维修),互联网/电子商务"
cd1-党政机要文秘,上海外服（集团）有限公司,2年经验,本科,上海-静安区,8000,12000,负责党务、纪检有关文件材料的起草，包括工作计划、通知、制度文件等；组织落实党组织换届选举、党委会、民主生活会、中心组学习、民主评议党员等党内会议、活动的组织；上级党组织有关文件、会议精神、材料的贯彻落实、跟踪汇报负责组织建设、支部换届的组织工作；负责党员发展、党员组织关系管理、党务信息系统管理、党报党刊征订、困难党员慰问、党费收缴管理等日常党务工作；负责公司企业文化建设的组织工作；负责精神文明创建工作；领导安排的其他工作要求：中国共产党党员；全日制本科以上学历，金融类、法律、工商管理、中文系、报社传媒等相关专业优先考虑；？具备2年以上国有企业或党政事业单位党群工作经验，熟悉党务工作相关流程和制度化建设工作;出色的公文写作、文案编撰功底，精通行政管理、档案管理、办公软件应用；优秀的职业操守、项目管理能力、团队沟通能力、风控预判能力、学习能力，抗压能力强熟练使用常用办公软件，普通话标准，具备一定英语阅读和口语能力。,国企,500,1000,专业服务(咨询、人力资源、财会)
IT总监,纳微矽磊国际科技（北京）有限公司,10年以上经验,本科,北京-通州区,1500,1500,负责公司IT战略规划的制定、实施，为公司信息化建设提供全方位及前瞻性的保障。负责制定IT相关的政策、标准及作业程序，负责公司IT预算的制定、审核与执行控制，以及IT资产的管理工作。负责建立公司对外网站平台（WEB），以及公司内部网络信息所有系统，构建适合公司信息化建设的硬件平台，负责网络信息系统的管理、维护工作，保证网络信息的正常运行。组织实施IT基础建设和升级改造，包括数据中心机房建设、网络安全方案实施、视频会议系统，以及软硬件应用等。负责统筹主导各信息系统的立项、调研、选型、上线及其他项目管理工作。对IT外包项目或外包括部分进行评审与监控，包括计划、需求、设计等。信息技术团队的梯队建设及管理，包括人员培训、业绩评估和激励等。岗位要求：计算机、自动化、半导体相关专业或信息技术相关专业，本科及以上学历；具有十年以上半导体制造企业信息化、自动化相关管理工作经验，以及团队管理经验；精通信息管理系统、网络系统及视频、安防监控等相关系统知识，掌握IT服务管理、IT运行维护管理、IT安全管理等相关理论，具有较强的计算机应用能力；熟知半导体制造公司运营业务及相关流程，熟悉ERP、MES、EDA、FMCS等信息系统；具备信息系统管理、维护能力；熟悉计算机技术、系统管理和计算机网络管理技术；掌握信息系统规划、建设方法；熟悉网络系统、数据库系统的建设和管理；熟悉程序编程技术，能独立开发厂内需求系统；具有较强的团队领导、组织协调、分析判断、风险控制能力，能有效管理全公司信息化发展；,民营公司,150,500,电子技术/半导体/集成电路
信息系统管理,珠海罗西尼表业有限公司,2年经验,大专,珠海,6000,8000,"岗位要求:1、 23至35岁，大专以上学历。2、 计算机相关专业，2 以上工作经验。3、持有软件设计、数据库相关资格证书。技能要求：1、2年以上数据库管理经验, 精通SQL等数据库管理知识。2、具备各类软件系统的实施经验,至少精通一门计算机编程语言，具备手机端编程基础，有软件公司工作经验优先。3、具备信息系统构想、方案设计能力。4、熟悉企业网络搭建维护，具备IT设备维修维护经验。公司邮箱：lxn@rossini.com.cn",合资,500,1000,仪器仪表/工业自动化
Whous收银员（杨浦-合生汇）,上海火炻品牌发展有限公司,无工作经验,高中,上海-杨浦区,3500,5000,岗位职责1.严格执行公司对收银岗位以及门店的各项规章制度；2.全面负责门店零售商品的收款、销售订单的录入、会员信息系统管理等相关工作；3.热情提供顾客商品咨询、产品装袋等礼仪服务；4.妥善保管门店营业款及相关现金和单据，在规定时间内交款，确保货款安全；5.配合店长及销售主管完成门店其他相关工作。任职条件：1、年龄20-28岁，高中以上学历；2、外形较好，五官端正，体型匀称修长；3、性格外向，具备一定的服务概念及服务礼仪，有一定的基础化妆经验；4、良好的沟通及语言表达能力，热情开朗、充满自信、态度积极，有较强的团队精神；5、艺术类院校毕业学生、有陈列工作经验者优先录用。工作地点：上海市杨浦区翔殷路1099号合生汇B1-9号门面,民营公司,150,500,"批发/零售,服装/纺织/皮革"
产品运营经理,杭州欧亚教育咨询服务有限公司,3-4年经验,大专,杭州-下城区,150000,200000,"岗位职责：1、负责教学产品研发，涵盖幼教教学产品、中学生留学教学产品；2、负责线上产品的推广，销售绩效数据的收集、分析、反馈；3、根据公司年度经营计划，制定部门工作计划，并具体实施；4、通过各种方式，对用户需求进行挖掘和分析，制定合理的营销计划；5、配合市场部做好企划、宣传工作，增加业务绩效；6、部门日常管理，促进团队工作效率增长；任职资格：1、本科及以上学历，市场营销、企业管理、信息系统管理、广告学等相关专业；2、了解市场营销、线上运营、组织策划等方面基本知识；3、三年以上产品运营工作和管理经验，有教育行业同岗位经验者优先；4、具备独立运作产品运营活动及参与大型活动的策划、筹备和执行能力；6、抗压、学习理解力强，优秀的表达能力、协调沟通能力,及贯彻执行力。",民营公司,50,150,教育/培训/院校
信息主管,北京华光浩阳科技有限公司,3-4年经验,大专,北京,8000,10000,岗位职责：1.负责公司网络的正常运行；2.负责公司电脑的正常工作；3.负责公司各类信息系统的管理维护；4.其他公司临时交办的事项。任职要求：1.计算机相关专业，大专及以上学历；2.具有网络及信息系统管理2年以上经验，熟悉网络管理相关软硬件，能对后台管理程序进行修改和维护；3.具有独立沟通、协调处理问题的能力，认真不浮躁，具有一定得自我学习能力；4.具有一定得工作稳定性。,民营公司,150,500,通信/电信/网络设备
SAP-PPJ17146,京东方科技集团股份有限公司,无工作经验,本科,北京,10000,15000,工作职责:1. 信息化架构制定，参与制订公司应用系统信息化及智能制造IT架构规划、分阶段实施计划；2. 实施企业信息系统集成管理，构建企业信息化实施组织，结合业务流程重组、项目管理实施企业集成信息系统管理。3. 实施信息化管理（如ERP、MRP、APS、WMS等）项目，负责公司信息管理系统项目的论证、引进（或开发）与实施，组织管理系统与企业状况之间关 系的分析，确保公司管理系统的顺利运行。参与制订集团智能制造系统论证及实施；4. 标准化工作推进，推动集团内生产组织管理工作系统标准化，结合未来信息化发展制定合理、规范、统一的应用系统实现方案；5. 协助中心及各工厂生产部门、库房管理部门及其它生产相关部门工作，协同生产部门实施各种提高公司生产制造管理水平（如：精益管理、柔性制 造、协同生产等）项目，协同其它管理部门实施数字化生产、数字化库房管理等项目；6.支援应用系统现地运维，支援应用系统现地部门日常工作，协助现地应用系统运维团队提供长期有效的业务处理办法，提供应用系统新需求的优化。任职资格:1. 三年以上ERP/MES等应用系统工作经验，熟悉研发、生管、制造、物流等相关业务及流程；2. 从事过企业信息化规划及实施工作；3. 三年以上制造企业信息化推动和管理工作；4. 从事过重大项目管理或团队负责人工作。5. 熟悉智能制造、软件工程、项目管理、流程管理、供应链管理等相关知识；6.善于与人沟通，具备良好的解决问题技巧及沟通、组织、协调能力；7.具有较强的流程梳理、分析、优化以及快速学习转化能力，具有积极的开拓精神和创新意识；8.具备良好的团队协作、敬业吃苦精神，工作积极主动，责任心强，为人诚信，自律、有恒心。9.计算机、软件工程、管理科学与工程、系统工程、工业工程、物流工程、供应链管理等相关专业，本科及以上学历；10.至少掌握一门外语，大学英语四级及同等以上水平，具备良好的读、写以及日常沟通能力；11.熟练使用Word、Excel、PowerPoint等常用办公自动化软件。,上市公司,10000,10000,"电子技术/半导体/集成电路,多元化业务集团公司"
仓库储备干部,洽铭服饰(南京)有限公司,5-7年经验,高中,南京,4500,6000,1、协助本部门的日常管理，认真、仔细、负责做好货品的入库和配送工作 。2、不断优化部门规章制度与操作规范等管理制度，提升人员专业水平，优质高效完成货品管理工作3、全面掌握仓库各品牌库存情况，确保产品正常进出仓库以及产品的质量安全。4、协助安排仓库人员对货品进出仓、验货、记帐等出入库工作。5、及时与业务沟通大货到货发货情况，并安排人员做好货品出入库准备。6、对物品的出入库要及时验收、记帐，做到账物相符，发现问题及时反馈；7、定期对仓库货品盘点清查，发现帐、物不符时，找出原因及时调帐或上报公司领导处理；8、根据货物的进出量及时调整库区货品的摆放位置，使仓库合理的利用起来。9、负责对仓库进行分区管理，各类物品要分区放置，摆放整齐并做好标识，10、监督好所有物品的保管工作，所有进出仓库的物品均须有相关人签字；11、协助仓库的金蝶信息系统管理工作，确保货品流通数据管理准确无误12、做好工作总结，如实反映工作情况和工作中遇到的问题，积极提出合理化建议；13、以身作则，用正确的工作方法，积极负责的态度处理仓库日常工作任职要求：高中以上学历；年龄30-45岁，***五年以上相关工作经验；有服装行业仓储经验的优先考虑。、具备较强的责任心和团队精神，能吃苦耐劳，能承受一定工作压力。,外资（非欧美）,150,500,服装/纺织/皮革
流程信息总监/副总监,复地（上海）资产管理有限公司,无工作经验,本科,上海,300000,400000,一、负责集团整体信息化平台设计规划，完善信息化管理流程；二、整合多方信息数据来源，提供决策数据依据；三、执行年度IT工作计划，对硬件和软件环境的搭建进行合理组织规划；四、负责项目信息系统管理、调整及培训工作；五、配合相关部门进行信息系统的选型、招标及相关协调工作；六、对外信息合作部门沟通与协调，确保整体信息系统运作正常；任职要求：一、学历：专科以上；专业：计算机、信息技术相关专业二、工作经验：3以上商业地产IT工作经历 ，熟悉网络、硬件、软件和系统，能够推动各类项目进行；三、敬业、责任心强、主动学习、勇于创新、具有较强的沟通及协调能力。,民营公司,150,500,"房地产,金融/投资/证券"
技术支持工程师（接受应届生）J10610,维信金科,1年经验,本科,上海-黄浦区,8000,10000,工作职责：1、配合公司发展战略，协助制定公司内部系统HRIS（Oracle）平台建设与管理的规划和策略；2、协助制定公司系统管理标准规范，根据业务需求优化系统平台；3、负责系统项目实施、日常运营维护、系统权限和后台配置管理；4、组织实施系统操作和管理的技能培训；5、对系统操作进行指导。任职资格：1、 全日制本科及以上学历，信息技术、计算机类专业；亦接受优秀应届毕业生；2、 具有IT行业的工作/实习经验，有人力资源信息系统管理经验者、项目管理经验者优先考虑；3、 具备信息系统项目规划、需求控制、进度控制、风险管理能力；4、 具有良好的协调沟通能力和较强的逻辑分析能力，适应团队合作；5、 良好的英文书写及口语表达能力。,外资（非欧美）,1000,5000,金融/投资/证券
党工团干事,深圳市招华会展实业有限公司,3-4年经验,本科,深圳-宝安区,6000,8000,1、认真贯彻执行有关党组织、工会工作的法律、法规、规章和政策，组织职工学习党的方针政策2、组织落实党组织换届选举、党委会、民主生活会、中心组学习、民主评议党员等党内会议、活动，完成党务工作会议题收集、资料准备、会议记录等工作；；3、上级党组织有关文件、会议精神、材料的贯彻落实、跟踪汇报，推动、指导、检查基层党组织开展党建工作；4、负责党员发展、党员组织关系管理、党务信息系统管理、党报党刊征订、困难党员慰问、党费收缴管理等日常党务工作；5.、负责党务、工会相关文件、宣传稿件、总结、报告等文字撰写、修改。6、根据上级党委要求、完成党组织及工会各项活动的计划和具体实施7、完成上级领导交办的其他工作。任职要求：本科学历； 中共党员；中文或管理类专业  从事相关工作3年以上；具有较强的公文写作能力、语言表达能力，熟练应用各类办公软件，熟悉党务、工会工作 ；作风正派，细心谨慎，认真负责，性格沉稳。；,国企,50,50,房地产
仓库管理员,中国物流股份有限公司四川分公司,1年经验,本科,成都-高新区,2800,3800,岗位描述：1、配合运输工作，完成定时每天账务相关工作；2、 每天按指定时间完成填写库存报表及采购申请工作，要求标明物品的名称、数量、单价、规格、库存量、申购量等内容；3、 严格检验入库货物，根据有效到货清单，核准物品的数量、质量等，方可办理入库手续；4、 根据使用部门需要量及物料性质，选择适当的摆放方式，轻拿轻放，分类明细，避免人为损坏及堆放杂乱带来的不便，科学安排库房物品布局，做到整齐、美观、方便；5、 物品入库后要马上入账，准确登记。岗位要求：1、计算机应用能力出色，有一定数据分析能力；2、熟悉仓库管理信息系统的应用，能熟练使用信息系统管理操作；3、具备良好的口头沟通和英语书面表达能力；4、可以长期出差；5、三年以上仓储企业项目管理经验或第三方物流公司项目职位经验；6、熟悉成都及中西部地区物流网络、物流资源分布；7、常住地为成都。,国企,150,500,交通/运输/物流
系统运维工程师,北极星云空间技术股份有限公司,1年经验,本科,成都-武侯区,5000,10000,岗位描述：1、 负责机房服务器（小型机、X86服务器）与虚拟化平台的监控与运维。2、 负责服务器操作系统的安装、部署、运维、调试。3、 负责公司办公网络的规划，网络的维护。4、 负责制定和审阅运维相关的制度、流程和规范。5、 审核日常监控，及时响应并组织处理突发事件。6、 做到7*24小时快速响应，第一时间发现问题，并及时处理，保证私有云整体用户可用性。7、 负责部门信息安全管理，制度规划和建设，监控分析攻击事件，加固安全措施。8、 领导安排的其它工作。任职要求：1、 计算机软件、计算机应用、信息系统管理相关专业本科以上学历，2年以内相关工作经验。2、 熟悉常用的持续集成工具jenkins、teamcity、Git等。3、 熟练掌握linux下各类常见应用的安装和部署，具备一定的脚本能力，shell、python、perl至少一种。4、 熟悉虚拟化，如VMWare、KVM各种开源虚拟化软件，对虚拟化技术有深入认识，熟悉分布式架构技术优先考虑。5、 熟悉分布式云系统，如Openstack架构体系，具有Openstack运维经验优先考虑。6、 具备较强的问题诊断与分析能力，较强的沟通协调能力和学习能力。7、 良好的学习能力和团队精神，工作热情努力、积极主动、诚实负责。8、 了解网络、安全、监控等技术。,国企,50,150,"通信/电信/网络设备,互联网/电子商务"
乐山中心支公司副职,英大泰和财产保险股份有限公司四川分公司,8-9年经验,本科,乐山,8000,10000,岗位要求：1.具有大学本科及以上学历，且全日制学历为大专及以上，不超过42周岁；2.具有8年及以上相关工作经历；3.熟悉乐山保险市场，具有机构管理经验，保险专业知识，熟知行业情况；5.熟悉各项保险产品，具有良好的沟通能力和合作精神。岗位职责：1.协助拓展所在区县市场营销工作，推动业务持续、健康发展，确保公司在市场竞争中的主动；2.协助所在区县客户关系管理、维护工作；3.协助本地信息系统管理工作；4.协助授权范围内的收付费、有价单证管理以及计划统计等工作；5.依法合规经营，保质保量完成分公司下达的各项考核指标。,国企,150,500,保险
项目经理,北京车和家信息技术有限公司,无工作经验,本科,北京-朝阳区,20000,40000,岗位职责：1、负责公司重大项目管理；2、负责项目在推进过程中跨部门协调沟通工作，有效跟踪和推进项目进程；3、牵头负责系统上线、验收以及上线后跟进工作；4、项目目标、计划设定，进度推进、跟踪，资源协调、沟通以及风险要预防、控制；5、产品实施、运营过程种出现的问题整理和优化工作。任职资格：1、本科及以上学历，计算机、管理以及相关专业，3年以上互联网或者企业信息系统管理经验；2、具有良好的技术背景和技术素养，能无障碍地与技术人员沟通，有技术开发背景优先考虑；3、熟悉项目管理各个过程知识并具有良好的沟通、推动、协调能力，持有PMP证书者加分；4、对互联网运营，特别对订单、支付、物流等关键业务之一要有充分深入了解；5、优秀的抽象思维能力、良好的沟通能力，抗压能力强。,民营公司,150,500,汽车及零配件
项目经理,武汉旭博云力科技有限公司,5-7年经验,大专,武汉,8000,10000,岗位职责：负责与客户对接，了解项目业务需求，完成需求分析和系统需求文档的撰写，跟踪项目的启动、需求收集，分析设计、开发、实施及后期维护等各具体阶段。职位要求：1、本科以上学历，信息系统管理、计算机、软件工程等相关专业；2、5年以上相关工作经验，熟悉软件工程项目管理，至少担任过两个正规软件项目的项目经理；3、较强的文档编写能力，分析、汇总能力；4、熟悉软件行业发展趋势，责任心强，愿意共同创业。熟悉云平台建设。工作地点：武汉未来科技城,合资,50,150,"计算机软件,计算机服务(系统、数据服务、维修)"
IT系统工程师 （鑫鼎基金）,深圳市前海中民投投资控股有限公司,2年经验,硕士,深圳-龙华新区,15000,20000,【岗位职责】1、与量化投资经理合作，开发量化投资各类策略的程序，并进行算法测试和优化；2、运用大数据挖掘及人工智能等前沿技术，辅助投资经理实现更优策略；3、利用交易系统的编程接口，最终实现量化算法的生产化运行；4、协助投资经理追踪和分析投资策略的绩效数据，并对量化策略的运作进行日常的监控；5、负责对公司的交易系统进行日常开发、实施与维护。【岗位需求】1、硕士以上学历，计算机科学、信息系统管理等相关专业；2、2年以上IT行业工作经验，认真细致，对计算机技术有强烈好奇心，学习能力强；熟悉病毒与防病毒技术，熟悉主流安全网络的安装、配置、优化、排错。,民营公司,500,1000,"金融/投资/证券,信托/担保/拍卖/典当"
Java开发工程师,宏胜饮料集团有限公司,无工作经验,本科,杭州-萧山区,65000,90000,工作职责：1、负责协助高级工程师进行系统产品的设计、研发，能够提出自己的想法；2、参与运维公司的已有系统，掌握已有系统的技术逻辑；3、根据分配的开发任务，完成相应模块的开发工作；4、配合公司其他部门，提供运营支持，数据支持；4、负责日常的系统BUG解决职位要求：1、本科及以上学历，计算机或信息系统管理专业；2、学习能力强，工作热情高，富有责任感，协助高级工程师完成工作内容；3、良好的工作态度和团队协作精神。,民营公司,5000,10000,"快速消费品(食品、饮料、化妆品),机械/设备/重工"
医疗美容市场部经理,广州梵盛管理咨询有限公司,5-7年经验,本科,广州-海珠区,15000,30000,岗位职责：1、结合公司市场战略及市场情况制定产品策略和营销计划，负责起草新产品上市计划及年度产品行动计划；2、 起草产品年度费用预算方案，提交销售政策及激励建议，根据公司相关竞争产品的分析，及时提交竞争方案；3、挖掘产品卖点并传播；3、 全国专家网络建设及维护，与各种专业学术组织机构及目标医院学术带头人保持良好关系，建立学术资源库；4、 对经销商/销售人员进行产品专业知识和市场策略培训，以及协访指导；5、 进行市场活动投入分析，根据市场情况及时调整活动投入。任职要求：1、本科或以上学历，医学相关专业优先；2、 5年以上医疗美容相关行业市场或销售工作经验；3、 对医疗美容市场有相当的认知度，熟悉市场推广运作；掌握信息系统管理、统计学相关知识、技巧、工具/方法；熟练使用电脑及相关系统和软件；4、 良好的自我激励与自我调节能力；良好的组织能力、逻辑分析能力、创新能力、沟通能力、演讲能力、培训能力。,民营公司,50,50,专业服务(咨询、人力资源、财会)
总账会计,科大讯飞股份有限公司,3-4年经验,本科,合肥-蜀山区,5000,8000,岗位职责1、负责在合肥共享中心范围内公司的记账凭证的审核、月末结账；协助总账主管进行日常账务检查、复核；2、负责在合肥共享中心范围内公司的工资、社保、住房公积金等薪酬费用分摊入账及年终奖计提；3、负责与财务信息系统管理员对接维护新增/变更成本中心对应行政组织关系；定期复核PS系统人员成本中心，将异常情况反馈给相关部门和人员进行维护；PS系统薪资审核过账等工作；4、负责组织凭证装订、归档工作；上级交办的其他工作。任职资格：1、统招本科及以上学历；2、经济管理类相关专业；3、获得会计中级以上职称；4、三年以上大中型公司总账核算经验；5、熟练掌握会计、审计、财务管理、税收等专业知识；熟悉有关财务、审计、税务等法律法规及政策；具有一定的组织、管理和职业判断能力；熟练操作财务软件和办公软件；6、良好的执行能力、协调沟通能力、解决问题能力、逻辑判断能力。此岗位为科大讯飞集团统一招聘岗位，人员通过简历筛选、笔试、初试、复试、终审等环节后录用,上市公司,1000,5000,计算机软件
仓储物流主管,陕西益生健药业有限公司,2年经验,高中,西安,3000,4500,1.仓库布局的管理（功能区日常管理，安防管理）。2.仓库制度、操作流程的完善（仓库管理、员工管理规范，进货、发货、返货流程，盘点流程，报损流程，临时储存流程等）。3.人员配置的合理及员工、团队绩效考核标准制定，作息安排 。4.信息系统管理 （信息准确性，系统与实物符合），内部各项档案的建立，部门沟通顺畅 。5.车辆的规范管理；第三方物流公司的选定及管理。6 成本控制 （仓库的使用率，物料、办公用品的消耗，运输成本的核算等）。,民营公司,50,150,制药/生物工程
